LocalOrderCode;ProductId;Description;Description DE;Price;Weight;DiscountFamilyGroup
AA1560;1STQ009138A0000;TRIANGULAR IRON KEY;SCHLUSSEL DREIECK EINFUGEN;9.97;0.2;Missing
AA1570;1STQ009137A0000;FIAT TYPE KEY;SCHLUSSEL FIAT;42;0.2;Missing
AA6200;1STQ009135A0000;YALE INSERT TYPE;YALE EINFUGEN +SCHLUSSEL;32.71;0.2;Missing
AA8004;1STQ009136A0000;CYLINDRE RONIS R739;EINFUGEN RONIS E739 +SCHLUSSEL;17.18;0.2;Missing
AD1058;1STQ009134A0000;ZN+AL+MG ALLOY KEY;SCHLUSSEL EINFUGEN DOPPELKLAPPE;18.34;0.2;Missing
CABINET 1;1STQ001021M0000;CAB.1800X250X200 BL.DOOR,BACK_TOP PAN.;SCHR 1800X250X200_BL TUR, ZUR_TOP WAND;576.19;45.9;Missing
CABINET 1;1STQ001022M0000;CAB.1800X250X300 BL.DOOR,BACK_TOP PAN.;SCHR 1800X250X300_BL TUR, ZUR_TOP WAND;583.05;46.8;Missing
CABINET 1;1STQ001023M0000;CAB.1800X250X500 BL.DOOR,BACK_TOP PAN.;SCHR 1800X250X500_BL TUR, ZUR_TOP WAND;619.22;48.9;Missing
CABINET 1;1STQ001024M0000;CAB.1800X250X700 BL.DOOR,BACK_TOP PAN.;SCHR 1800X250X700_BL TUR, ZUR_TOP WAND;624.99;51.0;Missing
CABINET 1;1STQ001025M0000;CAB.1800X500X200 BL.DOOR,BACK_TOP PAN.;SCHR 1800X500X200_BL TUR, ZUR_TOP WAND;663.01;61.1;Missing
CABINET 1;1STQ001026M0000;CAB.1800X500X300 BL.DOOR,BACK_TOP PAN.;SCHR 1800X500X300_BL TUR, ZUR_TOP WAND;671.39;62.3;Missing
CABINET 1;1STQ001027M0000;CAB.1800X500X500 BL.DOOR,BACK_TOP PAN.;SCHR 1800X500X500_BL TUR, ZUR_TOP WAND;707.62;65.0;Missing
CABINET 1;1STQ001028M0000;CAB.1800X500X700 BL.DOOR,BACK_TOP PAN.;SCHR 1800X500X700_BL TUR, ZUR_TOP WAND;749.01;67.8;Missing
CABINET 1;1STQ001029M0000;CAB.1800X750X200 BL.DOOR,BACK_TOP PAN.;SCHR 1800X750X200_BL TUR, ZUR_TOP WAND;773.28;75.9;Missing
CABINET 1;1STQ001030M0000;CAB.1800X750X300 BL.DOOR,BACK_TOP PAN.;SCHR 1800X750X300_BL TUR, ZUR_TOP WAND;780.78;77.4;Missing
CABINET 1;1STQ001031M0000;CAB.1800X750X500 BL.DOOR,BACK_TOP PAN.;SCHR 1800X750X500_BL TUR, ZUR_TOP WAND;821.04;81.1;Missing
CABINET 1;1STQ001032M0000;CAB.1800X750X700 BL.DOOR,BACK_TOP PAN.;SCHR 1800X750X700_BL TUR, ZUR_TOP WAND;857.7;84.5;Missing
CABINET 1;1STQ001033M0000;CAB.1800X1000X200 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1000X200_BL TUR, ZUR_TOP WAND;976.98;92.6;Missing
CABINET 1;1STQ001034M0000;CAB.1800X1000X300 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1000X300_BL TUR, ZUR_TOP WAND;989.16;94.4;Missing
CABINET 1;1STQ001035M0000;CAB.1800X1000X500 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1000X500_BL TUR, ZUR_TOP WAND;1025.72;98.3;Missing
CABINET 1;1STQ001036M0000;CAB.1800X1000X700 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1000X700_BL TUR, ZUR_TOP WAND;1066.38;102.2;Missing
CABINET 1;1STQ001037M0000;CAB.1800X1250X200 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1250X200_BL TUR, ZUR_TOP WAND;1113.41;123.7;Missing
CABINET 1;1STQ001038M0000;CAB.1800X1250X300 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1250X300_BL TUR, ZUR_TOP WAND;1127.2;125.8;Missing
CABINET 1;1STQ001039M0000;CAB.1800X1250X500 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1250X500_BL TUR, ZUR_TOP WAND;1164.7;130.3;Missing
CABINET 1;1STQ001040M0000;CAB.1800X1250X700 BL.DOOR,BACK_TOP PAN.;SCHR 1800X1250X700_BL TUR, ZUR_TOP WAND;1204.48;134.9;Missing
CABINET 1;1STQ001041M0000;CAB.2100X250X200 BL.DOOR,BACK_TOP PAN.;SCHR 2100X250X200_BL TUR, ZUR_TOP WAND;657.14;51.7;Missing
CABINET 1;1STQ001042M0000;CAB.2100X250X300 BL.DOOR,BACK_TOP PAN.;SCHR 2100X250X300_BL TUR, ZUR_TOP WAND;664;52.6;Missing
CABINET 1;1STQ001043M0000;CAB.2100X250X500 BL.DOOR,BACK_TOP PAN.;SCHR 2100X250X500_BL TUR, ZUR_TOP WAND;700.17;54.7;Missing
CABINET 1;1STQ001044M0000;CAB.2100X250X700 BL.DOOR,BACK_TOP PAN.;SCHR 2100X250X700_BL TUR, ZUR_TOP WAND;705.93;56.8;Missing
CABINET 1;1STQ001045M0000;CAB.2100X500X200 BL.DOOR,BACK_TOP PAN.;SCHR 2100X500X200_BL TUR, ZUR_TOP WAND;731.37;68.9;Missing
CABINET 1;1STQ001046M0000;CAB.2100X500X300 BL.DOOR,BACK_TOP PAN.;SCHR 2100X500X300_BL TUR, ZUR_TOP WAND;739.75;70.1;Missing
CABINET 1;1STQ001047M0000;CAB.2100X500X500 BL.DOOR,BACK_TOP PAN.;SCHR 2100X500X500_BL TUR, ZUR_TOP WAND;775.98;72.8;Missing
CABINET 1;1STQ001048M0000;CAB.2100X500X700 BL.DOOR,BACK_TOP PAN.;SCHR 2100X500X700_BL TUR, ZUR_TOP WAND;817.37;75.6;Missing
CABINET 1;1STQ001049M0000;CAB.2100X750X200 BL.DOOR,BACK_TOP PAN.;SCHR 2100X750X200_BL TUR, ZUR_TOP WAND;840.39;85.2;Missing
CABINET 1;1STQ001050M0000;CAB.2100X750X300 BL.DOOR,BACK_TOP PAN.;SCHR 2100X750X300_BL TUR, ZUR_TOP WAND;847.89;86.7;Missing
CABINET 1;1STQ001051M0000;CAB.2100X750X500 BL.DOOR,BACK_TOP PAN.;SCHR 2100X750X500_BL TUR, ZUR_TOP WAND;888.15;90.4;Missing
CABINET 1;1STQ001052M0000;CAB.2100X750X700 BL.DOOR,BACK_TOP PAN.;SCHR 2100X750X700_BL TUR, ZUR_TOP WAND;924.81;93.8;Missing
CABINET 1;1STQ001053M0000;CAB.2100X1000X200 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1000X200_BL TUR, ZUR_TOP WAND;1062.79;102.4;Missing
CABINET 1;1STQ001054M0000;CAB.2100X1000X300 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1000X300_BL TUR, ZUR_TOP WAND;1074.97;104.2;Missing
CABINET 1;1STQ001055M0000;CAB.2100X1000X500 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1000X500_BL TUR, ZUR_TOP WAND;1111.53;108.1;Missing
CABINET 1;1STQ001056M0000;CAB.2100X1000X700 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1000X700_BL TUR, ZUR_TOP WAND;1152.2;112.0;Missing
CABINET 1;1STQ001057M0000;CAB.2100X1250X200 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1250X200_BL TUR, ZUR_TOP WAND;1209.18;138.0;Missing
CABINET 1;1STQ001058M0000;CAB.2100X1250X300 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1250X300_BL TUR, ZUR_TOP WAND;1222.97;140.1;Missing
CABINET 1;1STQ001059M0000;CAB.2100X1250X500 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1250X500_BL TUR, ZUR_TOP WAND;1268.98;144.6;Missing
CABINET 1;1STQ001060M0000;CAB.2100X1250X700 BL.DOOR,BACK_TOP PAN.;SCHR 2100X1250X700_BL TUR, ZUR_TOP WAND;1300.26;149.2;Missing
CABINET 2;1STQ001061M0000;CABINET 1800X250X200 WITH BACK PANEL;SCHRANK 1800X250X200 MIT ZUR WAND;406.19;28.8;Missing
CABINET 2;1STQ001062M0000;CABINET 1800X250X300 WITH BACK PANEL;SCHRANK 1800X250X300 MIT ZUR WAND;410.93;29.3;Missing
CABINET 2;1STQ001063M0000;CABINET 1800X250X500 WITH BACK PANEL;SCHRANK 1800X250X500 MIT ZUR WAND;444.12;30.6;Missing
CABINET 2;1STQ001064M0000;CABINET 1800X250X700 WITH BACK PANEL;SCHRANK 1800X250X700 MIT ZUR WAND;242.83;31.9;Missing
CABINET 2;1STQ001065M0000;CABINET 1800X500X200 WITH BACK PANEL;SCHRANK 1800X500X200 MIT ZUR WAND;451.81;36.8;Missing
CABINET 2;1STQ001066M0000;CABINET 1800X500X300 WITH BACK PANEL;SCHRANK 1800X500X300 MIT ZUR WAND;456.54;37.3;Missing
CABINET 2;1STQ001067M0000;CABINET 1800X500X500 WITH BACK PANEL;SCHRANK 1800X500X500 MIT ZUR WAND;489.74;38.6;Missing
CABINET 2;1STQ001068M0000;CABINET 1800X500X700 WITH BACK PANEL;SCHRANK 1800X500X700 MIT ZUR WAND;521.01;40.0;Missing
CABINET 2;1STQ001069M0000;CABINET 1800X750X200 WITH BACK PANEL;SCHRANK 1800X750X200 MIT ZUR WAND;512.63;44.8;Missing
CABINET 2;1STQ001070M0000;CABINET 1800X750X300 WITH BACK PANEL;SCHRANK 1800X750X300 MIT ZUR WAND;517.37;45.3;Missing
CABINET 2;1STQ001071M0000;CABINET 1800X750X500 WITH BACK PANEL;SCHRANK 1800X750X500 MIT ZUR WAND;550.56;46.6;Missing
CABINET 2;1STQ001072M0000;CABINET 1800X750X700 WITH BACK PANEL;SCHRANK 1800X750X700 MIT ZUR WAND;581.84;48.0;Missing
CABINET 2;1STQ001073M0000;CABINET 1800X1000X200 WITH BACK PANEL;SCHRANK 1800X1000X200 MIT ZUR WAND;562.12;54.3;Missing
CABINET 2;1STQ001074M0000;CABINET 1800X1000X300 WITH BACK PANEL;SCHRANK 1800X1000X300 MIT ZUR WAND;566.86;54.8;Missing
CABINET 2;1STQ001075M0000;CABINET 1800X1000X500 WITH BACK PANEL;SCHRANK 1800X1000X500 MIT ZUR WAND;600.05;56.1;Missing
CABINET 2;1STQ001076M0000;CABINET 1800X1000X700 WITH BACK PANEL;SCHRANK 1800X1000X700 MIT ZUR WAND;631.33;57.4;Missing
CABINET 2;1STQ001077M0000;CABINET 1800X1250X200 WITH BACK PANEL;SCHRANK 1800X1250X200 MIT ZUR WAND;636.77;69.2;Missing
CABINET 2;1STQ001078M0000;CABINET 1800X1250X300 WITH BACK PANEL;SCHRANK 1800X1250X300 MIT ZUR WAND;641.51;69.7;Missing
CABINET 2;1STQ001079M0000;CABINET 1800X1250X500 WITH BACK PANEL;SCHRANK 1800X1250X500 MIT ZUR WAND;674.7;71.0;Missing
CABINET 2;1STQ001080M0000;CABINET 1800X1250X700 WITH BACK PANEL;SCHRANK 1800X1250X700 MIT ZUR WAND;705.98;72.4;Missing
CABINET 2;1STQ001081M0000;CABINET 2100X250X200 WITH BACK PANEL;SCHRANK 2100X250X200 MIT ZUR WAND;463.55;33.1;Missing
CABINET 2;1STQ001082M0000;CABINET 2100X250X300 WITH BACK PANEL;SCHRANK 2100X250X300 MIT ZUR WAND;468.29;33.6;Missing
CABINET 2;1STQ001083M0000;CABINET 2100X250X500 WITH BACK PANEL;SCHRANK 2100X250X500 MIT ZUR WAND;501.48;34.9;Missing
CABINET 2;1STQ001084M0000;CABINET 2100X250X700 WITH BACK PANEL;SCHRANK 2100X250X700 MIT ZUR WAND;463.55;36.2;Missing
CABINET 2;1STQ001085M0000;CABINET 2100X500X200 WITH BACK PANEL;SCHRANK 2100X500X200 MIT ZUR WAND;504.35;42.6;Missing
CABINET 2;1STQ001086M0000;CABINET 2100X500X300 WITH BACK PANEL;SCHRANK 2100X500X300 MIT ZUR WAND;509.09;43.1;Missing
CABINET 2;1STQ001087M0000;CABINET 2100X500X500 WITH BACK PANEL;SCHRANK 2100X500X500 MIT ZUR WAND;542.28;44.4;Missing
CABINET 2;1STQ001088M0000;CABINET 2100X500X700 WITH BACK PANEL;SCHRANK 2100X500X700 MIT ZUR WAND;573.56;45.8;Missing
CABINET 2;1STQ001089M0000;CABINET 2100X750X200 WITH BACK PANEL;SCHRANK 2100X750X200 MIT ZUR WAND;564.49;51.1;Missing
CABINET 2;1STQ00108M0000;CABINET 2100X750X300 WITH BACK PANEL;SCHRANK 2100X750X300 MIT ZUR WAND;726.93;51.6;Missing
CABINET 2;1STQ001090M0000;CABINET 2100X750X500 WITH BACK PANEL;SCHRANK 2100X750X500 MIT ZUR WAND;569.22;52.9;Missing
CABINET 2;1STQ001091M0000;CABINET 2100X750X700 WITH BACK PANEL;SCHRANK 2100X750X700 MIT ZUR WAND;602.42;54.3;Missing
CABINET 2;1STQ001092M0000;CABINET 2100X1000X200 WITH BACK PANEL;SCHRANK 2100X1000X200 MIT ZUR WAND;633.69;60.1;Missing
CABINET 2;1STQ001093M0000;CABINET 2100X1000X300 WITH BACK PANEL;SCHRANK 2100X1000X300 MIT ZUR WAND;617.54;60.6;Missing
CABINET 2;1STQ001094M0000;CABINET 2100X1000X500 WITH BACK PANEL;SCHRANK 2100X1000X500 MIT ZUR WAND;622.27;61.9;Missing
CABINET 2;1STQ001095M0000;CABINET 2100X1000X700 WITH BACK PANEL;SCHRANK 2100X1000X700 MIT ZUR WAND;655.47;63.2;Missing
CABINET 2;1STQ001096M0000;CABINET 2100X1250X200 WITH BACK PANEL;SCHRANK 2100X1250X200 MIT ZUR WAND;686.74;78.5;Missing
CABINET 2;1STQ001097M0000;CABINET 2100X1250X300 WITH BACK PANEL;SCHRANK 2100X1250X300 MIT ZUR WAND;722.19;79.0;Missing
CABINET 2;1STQ001099M0000;CABINET 2100X1250X500 WITH BACK PANEL;SCHRANK 2100X1250X500 MIT ZUR WAND;760.12;80.3;Missing
CABINET 2;1STQ001100M0000;CABINET 2100X1250X700 WITH BACK PANEL;SCHRANK 2100X1250X700 MIT ZUR WAND;791.4;81.7;Missing
EV0103;1STQ006608A0000;n° 20 SCREW M5 NYLON WASHER;n° 20 SCHRAUBE M5 NYLON SCHEIBE;20.61;0.5;Missing
EV0104;1STQ006609A0000;n° 20 SCREW M6 NYLON WASHER;n° 20 SCHRAUBE M6 NYLON SCHEIBE;21.8;0.5;Missing
EV0114;1STQ006545A0000;N.10 FLANGES 28 CABLES ENTRY 214X90;N.10 FLANSCH.28 KABLEN ZUGANG 214X90;42.45;1.0;Missing
EV0116;1STQ006546A0000;N.10 FLANGES 34 CABLES ENTRY 214X90;N.10 FLANSCH. 34 KABLEN ZUGANG 214X90;42.83;1.0;Missing
EV0117;1STQ006547A0000;MODULAR FLANGE FRAME  214X90;MODULAR. FLANSCH FRAME  214X90;18.16;0.8;Missing
EV0119;1STQ006548A0000;INSERT 68X68 2 CABLES D.8/17+2  D.5/10;EINSATZ 68X68 2 KABELN D.8/17+2  D.5/10;68.25;0.2;Missing
EV0121;1STQ006549A0000;INSERT 68X68 1 CABLE M32/M40/M50;EINSATZ 68X68 1 KABEL M32/M40/M50;68.25;0.2;Missing
EV0123;1STQ006550A0000;INSERT 68X68 9 CABLES DIAM.7/14;EINSATZ 68X68 9 KABELN DIAM.7/14;71.07;0.2;Missing
EV0124;1STQ006551A0000;INSERT 68X68 2 CABLES D.10/20+2  D.20/30;EINSATZ 68X68 2 KABELN D.10/20+2 D.20/30;66.51;0.2;Missing
EV0125;1STQ006552A0000;INSERT 34X68 2 CABLES D.8/17;EINSATZ 34X68 2 KABELN D.8/17;40.69;0.1;Missing
EV0126;1STQ006553A0000;INSERT 34X68 2 CABLES D.6/13;EINSATZ 34X68 2 KABELN D.6/13;40.69;0.1;Missing
EV0127;1STQ006554A0000;INSERT 34X68 10 CABLES D.4/10;EINSATZ 34X68 10 KABELN D.4/10;40.69;0.1;Missing
EV1050;1STQ000981A0000;N.10 ALUMINIUM PROFILE W=2000MM 30X15;10 ALUMINIUM PROFILEN 30X15X1,8 B=2000;236.59;6.9;Missing
EV1051;1STQ000982A0000;N.25 SUPPORT FOR EV1050;25 BEFESTIGUNG BUGELN EV1050;23.83;1.0;Missing
EV1056;1STQ000983A0000;N.100 NUTS 6MA FOR EV1050;100 ALUMINIUM NUSSE M6 EV1050;242.42;0.3;Missing
EV1058;1STQ000984A0000;N.100 NUTS 8MA FOR EV1050;100 ALUMINIUM NUSSE M8 EV1050;254.33;0.6;Missing
EV1090;1STQ000999A0000;N.10 CABLEBLOCK 9-16MM;10 KLAMMERN KABELSCHLOSSER D. 9-16;29.05;0.5;Missing
EV1091;1STQ001000A0000;N.10 CABLEBLOCK 16-30MM;10 KLAMMERN KABELSCHLOSSER D. 16-30;32.13;0.9;Missing
EV1092;1STQ001001A0000;N.5 CABLEBLOCK 30-48MM;5 KLAMMERN KABELSCHLOSSER D. 30-48;18.68;0.6;Missing
EV1093;1STQ001002A0000;N.5 CABLEBLOCK 48-72MM;5 KLAMMERN KABELSCHLOSSER D. 48-72;22.4;0.6;Missing
EV1100;1STQ001005A0000;N.1000 CROSS-CUT HEAD PIER.SCR.4.2X13MM;1000 SCHRAUBE 4,2X13 KREUZ KOPF;128.28;1.2;Missing
EV1101;1STQ001006A0000;N.1000 CROSS-CUT HEAD PIER.SCR.4.2X19MM;1000 SCHRAUBE 4,2X19 KREUZ KOPF;151.96;1.3;Missing
PBBS0001;1STQ002146B0000;2 BRACKETS FOR PROFILE TYPE 1,2,3,10;HALTERUNGEN FÜR PROFILTYP 1,2,3,10;13;0.2;Missing
PBBS0020;1STQ002333B0000;2 BRACKETS FOR CABLE FIXING;HALTERUNGEN FÜR KABELBEFESTIGUNGS;10;0.2;Missing
PBCE1100;1STQ002150B0000;MBB ED 100X10 CORNER;HAUPTSAMMELSCH.ENER.DIST.100X10 ECK.STR.;0;17.9;Missing
PBCE5100;1STQ002151B0000;MBB ED 50X10 CORNER;HAUPTSAMMELSCH.ENER.DIST.50X10 ECK.STR.;0;5.9;Missing
PBCE6100;1STQ002152B0000;MBB ED 60X10 CORNER;HAUPTSAMMELSCH.ENER.DIST.60X10 ECK.STR.;0;6.9;Missing
PBCE8100;1STQ002153B0000;MBB ED 80X10 CORNER;HAUPTSAMMELSCH.ENER.DIST.80X10 ECK.STR.;0;9;Missing
PBCM0004;1STQ009354A0000;FIXING BRAKETS COMBILINE;BEFESTIGUNGSWINKELN COMBILINE;23;0.6;Missing
PBNC3100;1STQ002155B0000;N-PE STRAIGHT CONN. ED 30X10;N-PE DIREKT.VERB.ENERGY DISTRIB.30X10;0;0.4;Missing
PBNC4100;1STQ002156B0000;N-PE STRAIGHT CONN. ED 40X10;N-PE DIREKT.VERB.ENERGY DISTRIB.40X10;0;0.5;Missing
PBNE1101;1STQ002160B0000;N CORNER BAR ED 100X10;N ECK.SCH.ENERGY DISTRIBUTION 100X10;0;20.3;Missing
PBNE1102;1STQ002161B0000;PE CORNER BAR ED 100X10;PE ECK.SCH.ENERGY DISTRIBUTION 100X10;0;11.3;Missing
PBNE1110;1STQ002162B0000;N-PE BAR ED W1000 100X10;N-PE SCH.ENERGY DISTRIBUT.B1000 100X10;0;9.2;Missing
PBNE1150;1STQ002163B0000;N-PE BAR ED W500 100X10;N-PE SCH.ENERGY DISTRIBUTION B500 100X10;0;4.9;Missing
PBNE1175;1STQ002164B0000;N-PE BAR ED W750 100X10;N-PE SCH.ENERGY DISTRIBUTION B750 100X10;0;7;Missing
PBNE3101;1STQ002165B0000;N CORNER BAR ED 30X10;N ECK.SCH.ENERGY DISTRIBUTION 30X10;0;6;Missing
PBNE3102;1STQ002166B0000;PE CORNER BAR ED 30X10;PE ECK.SCH.ENERGY DISTRIBUTION 30X10;0;2;Missing
PBNE3110;1STQ002167B0000;N-PE BAR ED W1000 30X10;N-PE SCH.ENERGY DISTRIBUTION B1000 30X10;0;2.7;Missing
PBNE3150;1STQ002168B0000;N-PE BAR ED W500 30X10;N-PE SCH.ENERGY DISTRIBUTION B500 30X10;0;1.4;Missing
PBNE3175;1STQ002169B0000;N-PE BAR ED W750 30X10;N-PE SCH.ENERGY DISTRIBUTION B750 30X10;0;2;Missing
PBNE4101;1STQ002170B0000;N CORNER BAR ED 40X10;N ECK.SCH.ENERGY DISTRIBUTION 40X10;0;8;Missing
PBNE4110;1STQ002172B0000;N-PE BAR ED W1000 40X10;N-PE SCH.ENERGY DISTRIBUTION B1000 40X10;0;3.8;Missing
PBNE4150;1STQ002173B0000;N-PE BAR ED W500 40X10;N-PE SCH.ENERGY DISTRIBUTION B500 40X10;0;2;Missing
PBNE4175;1STQ002174B0000;N-PE BAR ED W750 40X10;N-PE SCH.ENERGY DISTRIBUTION B750 40X10;0;2.9;Missing
PBNE5101;1STQ002175B0000;N CORNER BAR ED 50X10;N ECK.SCH.ENERGY DISTRIBUTION 50X10;0;10.1;Missing
PBNE5110;1STQ002177B0000;N-PE BAR ED W1000 50X10;N-PE SCH.ENERGY DISTRIBUTION B1000 50X10;0;4.6;Missing
PBNE5150;1STQ002178B0000;N-PE BAR ED W500 50X10;N-PE SCH.ENERGY DISTRIBUTION B500 50X10;0;2.4;Missing
PBNE5175;1STQ002179B0000;N-PE BAR ED W750 50X10;N-PE SCH.ENERGY DISTRIBUTION B750 50X10;0;3.5;Missing
PBNE6101;1STQ002180B0000;N CORNER BAR ED 60X10;N ECK.SCH.ENERGY DISTRIBUTION 60X10;0;12.1;Missing
PBNE6110;1STQ002182B0000;N-PE BAR ED W1000 60X10;N-PE SCH.ENERGY DISTRIBUTION B1000 60X10;0;5.5;Missing
