LocalOrderCode;ProductId;Description;Description DE;Price;Weight;DiscountFamilyGroup
PPRB1826COL;1STQ004409B0000;IP65 EXT. PANEL RIGHT H=1800 W=625MM SPECIAL COLOUR VERSION;IP65 EXT.PLATTE RECHTS H=1800 B625MM GEFÄRBTE VERSION;82.8;22.5;Missing
PPRB2126COL;1STQ004410B0000;IP65 EXT. PANEL RIGHT H=2100 W=625MM SPECIAL COLOUR VERSION;IP65 EXT.PLATTE RECHTS H=2100 B625MM GEFÄRBTE VERSION;105.8;26.0;Missing
PTBB1026COL;1STQ004411B0000;IP65 BLIND TOP/BOTTOM W=1000MM D=200MM SPECIAL COLOUR VERSION;IP65 DECKBL/BODENBLECH B=1000MM T=200MM GEFÄRBTE VERSION;64.4115;4.7;Missing
PTBB1036COL;1STQ004412B0000;IP65 BLIND TOP/BOTTOM W=1000MM D=300MM SPECIAL COLOUR VERSION;IP65 DECKBL/BODENBLECH B=1000MM T=300MM GEFÄRBTE VERSION;72.9675;6.1;Missing
PTBB1056COL;1STQ004413B0000;IP65 BLIND TOP/BOTTOM W=1000MM D=500MM SPECIAL COLOUR VERSION;IP65 DECKBL/BODENBLECH B=1000MM T=500MM GEFÄRBTE VERSION;76.843;9.2;Missing
PTBB1076COL;1STQ004414B0000;IP65 BLIND TOP/BOTTOM W=1000MM D=700MM SPECIAL COLOUR VERSION;IP65 DECKBL/BODENBLECH B=1000MM T=700MM GEFÄRBTE VERSION;87.63;11.9;Missing
PTBB1220COL;1STQ004415B0000;IP40 BLIND TOP/BOTTOM W=1250MM D=200MM SPECIAL COLOUR VERSION;IP40 DECKBL/BODENBLECH B=1250MM T=200MM GEFÄRBTE VERSION;69.5405;5.5;Missing
PTBB1236COL;1STQ004416B0000;IP65 BLIND TOP/BOTTOM W=1250MM D=300MM SPECIAL COLOUR VERSION;IP65 BLIND DACH/BODEN B1250 MM T300MM GEFÄRBTE VERSION;79.948;7.0;Missing
PTBB1256COL;1STQ004417B0000;IP65 BLIND TOP/BOTTOM W=1250MM D=500MM SPECIAL COLOUR VERSION;IP65 BLIND DACH/BODEN B1250 MM T500MM GEFÄRBTE VERSION;84.916;10.0;Missing
PTBB1276COL;1STQ004418B0000;IP65 BLIND TOP/BOTTOM W=1250MM D=700MM SPECIAL COLOUR VERSION;IP65 BLIND DACH/BODEN B1250 MM T700MM GEFÄRBTE VERSION;94.691;13.0;Missing
PTBB2526COL;1STQ004419B0000;IP65 BLIND TOP/BOTTOM W=250MM D=200MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=250MM T=200MM GEFÄRBTE VERSION;31.832;1.5;Missing
PTBB2536COL;1STQ004420B0000;IP65 BLIND TOP/BOTTOM W=250MM D=300MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=250MM T=300MM GEFÄRBTE VERSION;34.27;2.0;Missing
PTBB2556COL;1STQ004421B0000;IP65 BLIND TOP/BOTTOM W=250MM D=500MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=250MM T=500MM GEFÄRBTE VERSION;37.697;3.1;Missing
PTBB2576COL;1STQ004422B0000;IP65 BLIND TOP/BOTTOM W=250MM D=700MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=250MM T=700MM GEFÄRBTE VERSION;41.9175;4.1;Missing
PTBB3056COL;1STQ004423B0000;IP65 BL.TOP/BOTTOM W/D=300MM D/W=500MM SPECIAL COLOUR VERSION;IP65 DECKBL/BODENBL. B/T=300MM T/B=500MM GEFÄRBTE VERSION;38.4675;3.5;Missing
PTBB5026COL;1STQ004424B0000;IP65 BLIND TOP/BOTTOM W=500MM D=200MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=500MM T=200MM GEFÄRBTE VERSION;34.27;2.6;Missing
PTBB5056COL;1STQ004425B0000;IP65 BLIND TOP/BOTTOM W=500MM D=500MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=500MM T=500MM GEFÄRBTE VERSION;41.952;5.0;Missing
PTBB5076COL;1STQ004426B0000;IP65 BLIND TOP/BOTTOM W=500MM D=700MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=500MM T=700MM GEFÄRBTE VERSION;53.59;6.7;Missing
PTBB7526COL;1STQ004427B0000;IP65 BLIND TOP/BOTTOM W=750MM D=200MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=750MM T=200MM GEFÄRBTE VERSION;42.274;3.6;Missing
PTBB7536COL;1STQ004428B0000;IP65 BLIND TOP/BOTTOM W=750MM D=300MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=750MM T=300MM GEFÄRBTE VERSION;45.448;5.0;Missing
PTBB7556COL;1STQ004429B0000;IP65 BLIND TOP/BOTTOM W=750MM D=500MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=750MM T=500MM GEFÄRBTE VERSION;53.59;7.2;Missing
PTBB7576COL;1STQ004430B0000;IP65 BLIND TOP/BOTTOM W=750MM D=700MM SPECIAL COLOUR VERSION;IP65 DECKBL./BODENBLECH B=750MM T=700MM GEFÄRBTE VERSION;59.7655;9.5;Missing
PTBT1026COL;1STQ004431B0000;IP65 TWINLINE TOP W1000 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 D200 GEFÄRBTE VERSION;65.136;3.3;Missing
PTBT1028COL;1STQ004432B0000;IP65 TWINLINE TOP W1000 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 P200 GEFÄRBTE VERSION;65.136;3.3;Missing
PTBT1036COL;1STQ004433B0000;IP65 TWINLINE TOP W1000 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 D300 GEFÄRBTE VERSION;73.692;4.6;Missing
PTBT1038COL;1STQ004434B0000;IP65 TWINLINE TOP W1000 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 D300 GEFÄRBTE VERSION;73.692;4.6;Missing
PTBT1056COL;1STQ004435B0000;IP65 TWINLINE TOP W1000 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 T500 GEFÄRBTE VERSION;77.5675;7.2;Missing
PTBT1057COL;1STQ004436B0000;IP65 2ROWS TWINLINE TOP W1000 D500 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B1000 T500 GEFÄRBTE VERSION;89.2055;6.6;Missing
PTBT1058COL;1STQ004437B0000;IP65 TWINLINE TOP W1000 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 P500 GEFÄRBTE VERSION;77.5675;7.2;Missing
PTBT1059COL;1STQ004438B0000;IP65 2ROWS TWINLINE TOP W1000 D500 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B1000 P500 GEFÄRBTE VERSION;89.2055;6.6;Missing
PTBT1076COL;1STQ004439B0000;IP65 TWINLINE TOP W1000 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 T700 GEFÄRBTE VERSION;88.3545;9.8;Missing
PTBT1077COL;1STQ004440B0000;IP65 2ROWS TWINLINE TOP W1000 D700 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B1000 T700 GEFÄRBTE VERSION;101.6025;9.2;Missing
PTBT1078COL;1STQ004441B0000;IP65 TWINLINE TOP W1000 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1000 P700 GEFÄRBTE VERSION;88.3545;9.8;Missing
PTBT1079COL;1STQ004442B0000;IP65 2ROWS TWINLINE TOP W1000 D700 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B1000 P700 GEFÄRBTE VERSION;101.6025;9.2;Missing
PTBT1226COL;1STQ004443B0000;IP65 TWINLINE TOP W1250 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 D200 GEFÄRBTE VERSION;70.265;4.0;Missing
PTBT1228COL;1STQ004444B0000;IP65 TWINLINE TOP W1250 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 P200 GEFÄRBTE VERSION;70.265;4.0;Missing
PTBT1236COL;1STQ004445B0000;IP65 TWINLINE TOP W1250 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 D300 GEFÄRBTE VERSION;80.6725;5.6;Missing
PTBT1238COL;1STQ004446B0000;IP65 TWINLINE TOP W1250 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 T300 GEFÄRBTE VERSION;80.6725;5.6;Missing
PTBT1256COL;1STQ004447B0000;IP65 TWINLINE TOP W1250 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 T500 GEFÄRBTE VERSION;85.6405;8.8;Missing
PTBT1257COL;1STQ004448B0000;IP65 2ROWS TWINLINE TOP W1250 D500 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B1250 T500 GEFÄRBTE VERSION;98.486;8.1;Missing
PTBT1258COL;1STQ004449B0000;IP65 TWINLINE TOP W1250 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 P500 GEFÄRBTE VERSION;85.6405;8.8;Missing
PTBT1259COL;1STQ004450B0000;IP65 2ROWS TWINLINE TOP W1250 D500 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B1250 P500 GEFÄRBTE VERSION;98.486;8.1;Missing
PTBT1276COL;1STQ004451B0000;IP65 TWINLINE TOP W1250 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 T700 GEFÄRBTE VERSION;95.4155;12.0;Missing
PTBT1277COL;1STQ004452B0000;IP65 2ROWS TWINLINE TOP W1250 D700 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B1250 T700 GEFÄRBTE VERSION;109.733;11.3;Missing
PTBT1278COL;1STQ004453B0000;IP65 TWINLINE TOP W1250 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B1250 P700 GEFÄRBTE VERSION;95.4155;12.0;Missing
PTBT1279COL;1STQ004454B0000;IP65 2ROWS TWINLINE TOP W1250 D700 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B1250 P700 GEFÄRBTE VERSION;109.733;11.3;Missing
PTBT2526COL;1STQ004455B0000;IP65 TWINLINE TOP W250 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 D200 GEFÄRBTE VERSION;32.5565;1.1;Missing
PTBT2528COL;1STQ004456B0000;IP65 TWINLINE TOP W250 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 P200 GEFÄRBTE VERSION;32.5565;1.1;Missing
PTBT2536COL;1STQ004457B0000;IP65 TWINLINE TOP W250 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 D300 GEFÄRBTE VERSION;34.9945;1.5;Missing
PTBT2538COL;1STQ004458B0000;IP65 TWINLINE TOP W250 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 D300 GEFÄRBTE VERSION;34.9945;1.5;Missing
PTBT2556COL;1STQ004459B0000;IP65 TWINLINE TOP W250 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 T500 GEFÄRBTE VERSION;38.4215;2.3;Missing
PTBT2557COL;1STQ004460B0000;IP65 2ROWS TWINLINE TOP W250 D500 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B250 T500 GEFÄRBTE VERSION;44.183;2.2;Missing
PTBT2558COL;1STQ004461B0000;IP65 TWINLINE TOP W250 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 P500 GEFÄRBTE VERSION;38.4215;2.3;Missing
PTBT2559COL;1STQ004462B0000;IP65 2ROWS TWINLINE TOP W250 D500 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B250 P500 GEFÄRBTE VERSION;44.183;2.2;Missing
PTBT2576COL;1STQ004463B0000;IP65 TWINLINE TOP W250 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 T700 GEFÄRBTE VERSION;41.9175;3.1;Missing
PTBT2577COL;1STQ004464B0000;IP65 2ROWS TWINLINE TOP W250 D700 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B250 T700 GEFÄRBTE VERSION;48.208;3.0;Missing
PTBT2578COL;1STQ004465B0000;IP65 TWINLINE TOP W250 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B250 P700 GEFÄRBTE VERSION;41.9175;3.1;Missing
PTBT2579COL;1STQ004466B0000;IP65 2ROWS TWINLINE TOP W250 D700 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B250 P700 GEFÄRBTE VERSION;48.208;3.0;Missing
PTBT3056COL;1STQ004467B0000;IP65 TWINLINE TOP W/D300 D/W500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH W/D300 D/B500 GEFÄRBTE VERSION;39.192;2.5;Missing
PTBT3058COL;1STQ004468B0000;IP65 TWINLINE TOP W/D300 D/L500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B/T300 T/L500 GEFÄRBTE VERSION;39.192;2.5;Missing
PTBT5026COL;1STQ004469B0000;IP65 TWINLINE TOP W500 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 D200 GEFÄRBTE VERSION;34.9945;1.8;Missing
PTBT5029COL;1STQ004470B0000;IP65 TWINLINE TOP W500 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 P200 GEFÄRBTE VERSION;34.9945;1.8;Missing
PTBT5050COL;1STQ004471B0000;IP65 TWINLINE TOP W500 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 T500 GEFÄRBTE VERSION;42.6765;3.9;Missing
PTBT5051COL;1STQ004472B0000;IP65 TRILINE  TOP W500 D500 SPECIAL COLOUR VERSION;IP65 TRILINE DACH B500 T500 GEFÄRBTE VERSION;58.4085;3.9;Missing
PTBT5057COL;1STQ004473B0000;IP65 2ROWS TWINLINE TOP W500 D500 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B500 T500 GEFÄRBTE VERSION;49.082;3.6;Missing
PTBT5058COL;1STQ004474B0000;IP65 TWINLINE TOP W500 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 P500 GEFÄRBTE VERSION;42.6765;3.9;Missing
PTBT5059COL;1STQ004475B0000;IP65 2ROWS TWINLINE TOP W500 D500 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B500 P500 GEFÄRBTE VERSION;49.082;3.6;Missing
PTBT5076COL;1STQ004476B0000;IP65 TWINLINE TOP W500 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 T700 GEFÄRBTE VERSION;54.3145;5.3;Missing
PTBT5077COL;1STQ004477B0000;IP65 2ROWS TWINLINE TOP W500 D700 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWIN.DACH B500 T700 GEFÄRBTE VERSION;62.4565;5.0;Missing
PTBT5078COL;1STQ004478B0000;IP65 TWINLINE TOP W500 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B500 P700 GEFÄRBTE VERSION;54.3145;5.3;Missing
PTBT5079COL;1STQ004479B0000;IP65 2ROWS TWINLINE TOP W500 D700 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B500 T700 GEFÄRBTE VERSION;62.4565;5.0;Missing
PTBT7526COL;1STQ004480B0000;IP65 TWINLINE TOP W750 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 D200 GEFÄRBTE VERSION;42.9985;2.6;Missing
PTBT7528COL;1STQ004481B0000;IP65 TWINLINE TOP W750 D200 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 P200 GEFÄRBTE VERSION;42.9985;2.6;Missing
PTBT7536COL;1STQ004482B0000;IP65 TWINLINE TOP W750 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 D300 GEFÄRBTE VERSION;46.1725;3.6;Missing
PTBT7538COL;1STQ004483B0000;IP65 TWINLINE TOP W750 D300 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 T300 GEFÄRBTE VERSION;46.1725;3.6;Missing
PTBT7556COL;1STQ004484B0000;IP65 TWINLINE TOP W750 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 T500 GEFÄRBTE VERSION;54.3145;6.0;Missing
PTBT7557COL;1STQ004485B0000;IP65 2ROWS TWINLINE TOP W750 D500 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWINL.DACH B750 T500 GEFÄRBTE VERSION;62.4565;5.0;Missing
PTBT7558COL;1STQ004486B0000;IP65 TWINLINE TOP W750 D500 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 P500 GEFÄRBTE VERSION;54.3145;6.0;Missing
PTBT7559COL;1STQ004487B0000;IP65 2ROWS TWINLINE TOP W750 D500 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B750 P500 GEFÄRBTE VERSION;62.4565;5.0;Missing
PTBT7576COL;1STQ004488B0000;IP65 TWINLINE TOP W750 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 T700 GEFÄRBTE VERSION;60.49;8.0;Missing
PTBT7577COL;1STQ004489B0000;IP65 2ROWS TWINLINE TOP W750 D700 SPECIAL COLOUR VERSION;IP65 ZWEI REI.TWINL.DACH B750 T700 GEFÄRBTE VERSION;69.5635;7.0;Missing
PTBT7578COL;1STQ004490B0000;IP65 TWINLINE TOP W750 D700 SPECIAL COLOUR VERSION;IP65 TWINLINE DACH B750 P700 GEFÄRBTE VERSION;60.49;8.0;Missing
PTBT7579COL;1STQ004491B0000;IP65 2ROWS TWINLINE TOP W750 D700 SPECIAL COLOUR VERSION;IP65 2REI. TWINLINE DACH B750 P700 GEFÄRBTE VERSION;69.5635;7.0;Missing
PTBO2520COL;1STQ004492B0000;IP65 OPEN TOP/BOTTOM W=250MM D=200MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=250MM T=200MM GEFÄRBTE VERSION;33.419;1.4;Missing
PTBO2530COL;1STQ004493B0000;IP65 OPEN TOP/BOTTOM W=250MM D=300MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN. B=250MM T=300MM GEFÄRBTE VERSION;35.9835;1.8;Missing
PTBO2550COL;1STQ004494B0000;IP65 OPEN TOP/BOTTOM W=250MM D=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=250MM T=500MM GEFÄRBTE VERSION;39.583;2.6;Missing
PTBO2570COL;1STQ004495B0000;IP65 OPEN TOP/BOTTOM W=250MM D=700MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=250MM T=700MM GEFÄRBTE VERSION;44.0105;3.3;Missing
PTBO5020COL;1STQ004496B0000;IP65 OPEN TOP/BOTTOM W=500MM D=200MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=500MM T=200MM GEFÄRBTE VERSION;35.9835;2.4;Missing
PTBO3050COL;1STQ004497B0000;IP65 OPEN TOP/BOTTTOM W/D300MM D/W=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FL.B/T300MM T/B=500MM GEFÄRBTE VERSION;40.388;2.8;Missing
PTBO5050COL;1STQ004498B0000;IP65 OPEN TOP/BOTTOM W=500MM D=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=500MM T=500MM GEFÄRBTE VERSION;44.045;3.6;Missing
PTBO5070COL;1STQ004499B0000;IP65 OPEN TOP/BOTTOM W=500MM D=700MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=500MM T=700MM GEFÄRBTE VERSION;56.2695;4.3;Missing
PTBO7520COL;1STQ004500B0000;IP65 OPEN TOP/BOTTOM W=750MM D=200MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=750MM T=200MM GEFÄRBTE VERSION;44.39;3.2;Missing
PTBO7530COL;1STQ004501B0000;IP65 OPEN TOP/BOTTOM W=750MM D=300MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=750MM T=300MM GEFÄRBTE VERSION;47.725;3.6;Missing
PTBO7550COL;1STQ004502B0000;IP65 OPEN TOP/BOTTOM W=750MM D=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=750MM T=500MM GEFÄRBTE VERSION;56.2695;4.5;Missing
PTBO7570COL;1STQ004503B0000;IP65 OPEN TOP/BOTTOM W=750MM D=700MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=750MM T=700MM GEFÄRBTE VERSION;62.7555;5.3;Missing
PTBO1030COL;1STQ004504B0000;IP65 OPEN TOP/BOTTOM W=1000MM D=300MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FL.B=1000MM T=300MM GEFÄRBTE VERSION;76.613;4.0;Missing
PTBO1050COL;1STQ004505B0000;IP65 OPEN TOP/BOTTOM W=1000MM D=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FL.B=1000MM T=500MM GEFÄRBTE VERSION;80.684;5.0;Missing
PTBO1070COL;1STQ004506B0000;IP65 OPEN TOP/BOTTOM W=1000MM D=700MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FL.B=1000MM T=700MM GEFÄRBTE VERSION;92.0115;5.8;Missing
PTBO1230COL;1STQ004507B0000;IP65 OPEN TOP/BOTTOM W=1250MM D=300MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=1250MM T=300MM GEFÄRBTE VERSION;83.95;6.0;Missing
PTBO1250COL;1STQ004508B0000;IP65 OPEN TOP/BOTTOM W=1250MM D=500MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=1250MM T=500MM GEFÄRBTE VERSION;89.1595;7.2;Missing
PTBO1270COL;1STQ004509B0000;IP65 OPEN TOP/BOTTOM W=1250MM D=700MM SPECIAL COLOUR VERSION;IP65 DECK/BOD.OHNE FLAN.B=1250MM T=700MM GEFÄRBTE VERSION;99.429;8.6;Missing
